2018-09-19 22:15:32,253 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-19 22:17:49,774 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-19 22:19:35,390 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-19 22:36:39,490 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-22 23:13:31,938 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-22 23:17:57,931 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-22 23:21:15,778 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-24 22:20:16,366 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-24 22:26:00,352 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-24 22:28:06,245 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-09-30 21:54:54,098 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-10-02 20:20:16,172 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-10-02 20:25:41,305 [1] DEBUG BWC.Core.Common.LogManager - Application start
2018-10-02 20:55:30,182 [1] DEBUG BWC.Core.Common.LogManager - Application start
